Date,Open,High,Low,Close,Volume,SMA_Short,SMA_Long,Signal,Equity
2023-03-14,24201.765625,26514.716796875,24081.18359375,24746.07421875,54622230164,22385.4421875,22674.1916015625,-1,6003.196976941855
2023-03-15,24770.92578125,25240.615234375,23964.91015625,24375.9609375,43655701450,23223.185546875,22695.6150390625,1,6003.196976941855
2023-03-16,24373.45703125,25190.326171875,24225.111328125,25052.7890625,33866061747,24107.261328125,22788.34814453125,1,6169.8830232613045
2023-03-17,25055.123046875,27787.8125,24955.169921875,27423.9296875,50730261335,25159.257421875,23000.77587890625,1,6753.8363807679525
2023-03-18,27448.1171875,27725.953125,26636.26171875,26965.87890625,35723036817,25712.9265625,23171.0091796875,1,6641.029789375052
2023-03-19,26969.50390625,28440.560546875,26907.716796875,28038.67578125,37769448859,26371.446875,23396.7994140625,1,6905.233156511445
2023-03-20,28041.6015625,28527.724609375,27242.880859375,27767.236328125,44774027664,27049.701953125,23627.7935546875,1,6838.384325049957
2023-03-21,27768.392578125,28439.5625,27439.646484375,28175.81640625,36102192830,27674.307421875,23854.2568359375,1,6939.007504424408
2023-03-22,28158.720703125,28803.3359375,26759.99609375,27307.4375,33382021890,27651.008984375,24045.85537109375,1,6725.147232896801
2023-03-23,27301.95703125,28729.84375,27183.36328125,28333.97265625,24220433689,27924.627734375,24344.42001953125,1,6977.957481589157
2023-03-24,28324.111328125,28388.4375,27039.265625,27493.28515625,25980310960,27815.549609375,24601.416796875,1,6770.916919311721
2023-03-25,27487.337890625,27791.826171875,27196.234375,27494.70703125,13383005987,27761.04375,24854.37646484375,1,6771.267091997159
2023-03-26,27495.5234375,28178.14453125,27445.046875,27994.330078125,13878363192,27724.746484375,25132.605078125,1,6894.311905381163
2023-03-27,27994.068359375,28037.92578125,26606.689453125,27139.888671875,18188895178,27691.23671875,25378.61103515625,1,6683.884095781136
2023-03-28,27132.888671875,27460.71875,26677.818359375,27268.130859375,17783600385,27478.068359375,25656.11357421875,1,6715.466978371503
2023-03-29,27267.03125,28619.54296875,27259.662109375,28348.44140625,20684945906,27649.099609375,26055.3845703125,1,6981.520777267339
2023-03-30,28350.140625,29159.90234375,27720.16015625,28033.5625,22435349951,27756.870703125,26447.70048828125,1,6903.973881661893
2023-03-31,28032.26171875,28639.896484375,27583.71484375,28478.484375,19001327598,27853.7015625,26840.00419921875,1,7013.547147791734
2023-04-01,28473.33203125,28802.45703125,28297.171875,28411.03515625,10876469901,28107.930859375,27152.35849609375,1,6996.936071529539
2023-04-02,28462.845703125,28518.958984375,27884.087890625,28199.30859375,12284641999,28294.16640625,27352.447265625,1,6944.793049837092
2023-04-03,28183.080078125,28475.623046875,27276.720703125,27790.220703125,19556501327,28182.522265625,27504.65458984375,1,6844.044808789272
2023-04-04,27795.2734375,28433.7421875,27681.3046875,28168.08984375,15284538859,28209.427734375,27694.26103515625,1,6937.104642963434
2023-04-05,28169.7265625,28739.23828125,27843.763671875,28177.984375,17052315986,28149.327734375,27850.52080078125,1,6939.541421568411
2023-04-06,28175.2265625,28178.384765625,27738.759765625,28044.140625,13837809380,28075.948828125,27881.53134765625,1,6906.5790125194835
2023-04-07,28038.966796875,28111.59375,27794.03125,27925.859375,10861680497,28021.258984375,27929.53037109375,1,6877.44926275292
2023-04-08,27920.513671875,28159.86328125,27883.38671875,27947.794921875,9373255556,28052.773828125,27924.986328125,1,6882.851446036082
2023-04-09,27952.3671875,28532.830078125,27828.48046875,28333.05078125,12175322951,28085.766015625,27953.27705078125,1,6977.730446551346
2023-04-10,28336.02734375,29771.46484375,28189.271484375,29652.98046875,19282400094,28380.765234375,28027.13525390625,1,7302.796520052712
2023-04-11,29653.6796875,30509.083984375,29609.30078125,30235.05859375,20121259843,28818.948828125,28173.51630859375,1,7446.147982147005
2023-04-12,30231.58203125,30462.48046875,29725.57421875,30139.052734375,18651929926,29261.5875,28263.7703125,1,7422.504110783474
2023-04-13,29892.740234375,30539.845703125,29878.623046875,30399.06640625,17487721001,29751.841796875,28409.059375,1,7486.53905459413
2023-04-14,30409.5625,31005.607421875,30044.498046875,30485.69921875,22659995079,30182.371484375,28558.608984375,1,7507.874576071106
2023-04-15,30490.75,30601.740234375,30245.8828125,30318.49609375,11940685378,30315.474609375,28674.81728515625,1,7466.696577094621
2023-04-16,30315.9765625,30555.537109375,30157.83203125,30315.35546875,12854816417,30331.533984375,28833.590625,1,7465.923118745469
2023-04-17,30317.146484375,30319.197265625,29275.37109375,29445.044921875,17872186762,30192.732421875,28942.436328125,1,7251.587131852619
2023-04-18,29449.091796875,30470.302734375,29154.849609375,30397.552734375,19480529496,30192.4296875,29044.89189453125,1,7486.166274606199
2023-04-19,30394.1875,30411.0546875,28669.8984375,28822.6796875,24571565421,29859.82578125,29084.34775390625,1,7098.313950002136
2023-04-20,28823.68359375,29076.400390625,28037.2578125,28245.98828125,21340360360,29445.32421875,29072.72294921875,1,6956.2891036584415
2023-04-21,28249.23046875,28349.96875,27177.365234375,27276.91015625,20759504330,28837.63515625,29016.01669921875,-1,6717.629102301501
2023-04-22,27265.89453125,27872.142578125,27169.5703125,27817.5,13125734602,28512.126171875,28996.92626953125,-1,6717.629102301501
2023-04-23,27816.14453125,27820.244140625,27400.314453125,27591.384765625,12785446832,27950.892578125,28986.98447265625,-1,6717.629102301501
2023-04-24,27591.73046875,27979.982421875,27070.849609375,27525.33984375,17703288330,27691.424609375,28954.84697265625,-1,6717.629102301501
2023-04-25,27514.873046875,28371.078125,27207.931640625,28307.59765625,17733373139,27703.746484375,28961.32763671875,-1,6717.629102301501
2023-04-26,28300.05859375,29995.837890625,27324.548828125,28422.701171875,31854242019,27932.9046875,28980.2556640625,-1,6717.629102301501
2023-04-27,28428.46484375,29871.546875,28402.88671875,29473.787109375,27153445027,28264.162109375,29057.65205078125,-1,6717.629102301501
2023-04-28,29481.013671875,29572.791015625,28929.609375,29340.26171875,17544464887,28613.9375,29127.275390625,-1,6717.629102301501
2023-04-29,29336.56640625,29452.455078125,29088.04296875,29248.48828125,10662634333,28958.5671875,29173.047265625,-1,6717.629102301501
2023-04-30,29245.515625,29952.029296875,29114.021484375,29268.806640625,14652199272,29150.808984375,29153.83857421875,-1,6717.629102301501
2023-05-01,29227.103515625,29329.935546875,27680.79296875,28091.568359375,18655599976,29084.582421875,29046.6640625,1,6717.629102301501
2023-05-02,28087.17578125,28881.298828125,27924.123046875,28680.537109375,16432924527,28925.932421875,28973.73828125,-1,6858.4711359228
2023-05-03,28680.494140625,29259.533203125,28178.388671875,29006.30859375,19122972518,28859.141796875,28904.100390625,-1,6858.4711359228
2023-05-04,29031.3046875,29353.185546875,28694.0390625,28847.7109375,15548678514,28778.986328125,28822.2009765625,-1,6858.4711359228
2023-05-05,28851.48046875,29668.908203125,28845.509765625,29534.384765625,17936566518,28832.101953125,28782.99541015625,1,6858.4711359228
2023-05-06,29538.859375,29820.126953125,28468.966796875,28904.623046875,15913866714,28994.712890625,28712.4587890625,1,6712.227948369318
2023-05-07,28901.623046875,29157.517578125,28441.3671875,28454.978515625,11301355486,28949.601171875,28662.95546875,1,6607.811551566871
2023-05-08,28450.45703125,28663.271484375,27310.134765625,27694.2734375,19122903752,28687.194140625,28527.79150390625,1,6431.160713478563
2023-05-09,27695.068359375,27821.400390625,27375.6015625,27658.775390625,14128593256,28449.40703125,28469.5962890625,-1,6422.917361473574
2023-05-10,27654.63671875,28322.6875,26883.669921875,27621.755859375,20656025026,28066.88125,28438.38466796875,-1,6422.917361473574
2023-05-11,27621.0859375,27621.94140625,26781.826171875,27000.7890625,16724343943,27686.114453125,28424.57861328125,-1,6422.917361473574
2023-05-12,26987.662109375,27055.646484375,25878.4296875,26804.990234375,19313599897,27356.116796875,28373.953125,-1,6422.917361473574
2023-05-13,26807.76953125,27030.482421875,26710.873046875,26784.078125,9999171605,27174.077734375,28333.58779296875,-1,6422.917361473574
2023-05-14,26788.974609375,27150.9765625,26661.35546875,26930.638671875,10014858959,27028.450390625,28303.852734375,-1,6422.917361473574
2023-05-15,26931.384765625,27646.34765625,26766.09765625,27192.693359375,14413231792,26942.637890625,28248.10751953125,-1,6422.917361473574
2023-05-16,27171.513671875,27299.3046875,26878.947265625,27036.650390625,12732238816,26949.81015625,28178.80498046875,-1,6422.917361473574
2023-05-17,27035.470703125,27465.927734375,26600.14453125,27398.802734375,15140006925,27068.57265625,28075.05576171875,-1,6422.917361473574
2023-05-18,27401.650390625,27466.52734375,26415.1015625,26832.208984375,15222938600,27078.198828125,27949.653125,-1,6422.917361473574
2023-05-19,26826.75390625,27128.619140625,26700.2109375,26890.12890625,11258983301,27070.096875,27831.73515625,-1,6422.917361473574
2023-05-20,26888.841796875,27155.158203125,26843.27734375,27129.5859375,7044911360,27057.475390625,27724.77412109375,-1,6422.917361473574
2023-05-21,27118.423828125,27265.91796875,26706.921875,26753.826171875,8647416921,27000.910546875,27657.88701171875,-1,6422.917361473574
2023-05-22,26749.892578125,27045.734375,26549.734375,26851.27734375,11056770492,26891.40546875,27566.4240234375,-1,6422.917361473574
2023-05-23,26855.9609375,27434.68359375,26816.1796875,27225.7265625,13697203143,26970.108984375,27477.394921875,-1,6422.917361473574
2023-05-24,27224.603515625,27224.603515625,26106.576171875,26334.818359375,16299104428,26859.046875,27351.75029296875,-1,6422.917361473574
2023-05-25,26329.4609375,26591.51953125,25890.59375,26476.20703125,13851122697,26728.37109375,27198.84140625,-1,6422.917361473574
2023-05-26,26474.181640625,26916.669921875,26343.94921875,26719.291015625,12711619225,26721.4640625,27089.5748046875,-1,6422.917361473574
2023-05-27,26720.181640625,26888.8828125,26621.140625,26868.353515625,7892015141,26724.879296875,27010.2435546875,-1,6422.917361473574
2023-05-28,26871.158203125,28193.44921875,26802.751953125,28085.646484375,14545229578,26896.86328125,27029.81220703125,-1,6422.917361473574
2023-05-29,28075.591796875,28432.0390625,27563.876953125,27745.884765625,15181308984,27179.0765625,27034.16767578125,1,6422.917361473574
2023-05-30,27745.123046875,28044.759765625,27588.501953125,27702.349609375,13251081851,27424.305078125,27038.19736328125,1,6412.839372853834
2023-05-31,27700.529296875,27831.677734375,26866.453125,27219.658203125,15656371534,27524.378515625,27049.1408203125,1,6301.100747842378
2023-06-01,27218.412109375,27346.10546875,26671.720703125,26819.97265625,14678970415,27514.70234375,27049.88994140625,1,6208.577216520934
2023-06-02,26824.556640625,27303.861328125,26574.64453125,27249.58984375,14837415000,27347.491015625,27073.16552734375,1,6308.029647600006
2023-06-03,27252.32421875,27317.052734375,26958.00390625,27075.12890625,8385597470,27213.33984375,27080.3900390625,1,6267.643543720703
2023-06-04,27075.123046875,27407.01953125,26968.224609375,27119.06640625,9360912318,27096.683203125,27076.70869140625,1,6277.814671221361
2023-06-05,27123.109375,27129.982421875,25445.16796875,25760.09765625,21513292646,26804.77109375,27012.8810546875,-1,5963.225893396945
2023-06-06,25732.109375,27313.8203125,25434.8671875,27238.783203125,21929670693,26888.533203125,27004.880078125,-1,5963.225893396945
2023-06-07,27235.650390625,27332.181640625,26146.98828125,26345.998046875,19530045082,26707.81484375,26980.56953125,-1,5963.225893396945
2023-06-08,26347.654296875,26797.513671875,26246.6640625,26508.216796875,11904824295,26594.432421875,26961.47392578125,-1,5963.225893396945
2023-06-09,26505.923828125,26770.2890625,26339.314453125,26480.375,11015551640,26466.694140625,26929.01337890625,-1,5963.225893396945
2023-06-10,26481.76171875,26531.044921875,25501.8359375,25851.240234375,19872933189,26484.92265625,26883.88408203125,-1,5963.225893396945
2023-06-11,25854.03125,26203.439453125,25668.986328125,25940.16796875,10732609603,26225.199609375,26838.32861328125,-1,5963.225893396945
2023-06-12,25934.28515625,26087.919921875,25675.197265625,25902.5,11677889997,26136.5,26772.16728515625,-1,5963.225893396945
2023-06-13,25902.94140625,26376.3515625,25728.365234375,25918.728515625,14143474486,26018.60234375,26751.36279296875,-1,5963.225893396945
2023-06-14,25920.2578125,26041.80078125,24902.15234375,25124.67578125,14265717766,25747.4625,26683.78623046875,-1,5963.225893396945
2023-06-15,25121.673828125,25735.30859375,24797.16796875,25576.39453125,15837384409,25692.493359375,26626.64140625,-1,5963.225893396945
2023-06-16,25575.283203125,26463.173828125,25245.357421875,26327.462890625,16324646965,25769.95234375,26599.596875,-1,5963.225893396945
2023-06-17,26328.6796875,26769.39453125,26174.4921875,26510.67578125,11090276850,25891.5875,26520.84833984375,-1,5963.225893396945
2023-06-18,26510.45703125,26675.92578125,26325.890625,26336.212890625,9565695129,25975.084375,26450.36474609375,-1,5963.225893396945
2023-06-19,26335.44140625,26984.611328125,26312.83203125,26851.029296875,12826986222,26320.355078125,26407.79873046875,-1,5963.225893396945
2023-06-20,26841.6640625,28388.96875,26668.791015625,28327.48828125,22211859147,26870.573828125,26463.190234375,1,5963.225893396945
2023-06-21,28311.310546875,30737.330078125,28283.41015625,30027.296875,33346760979,27610.540625,26623.5564453125,1,6321.052980621544
2023-06-22,29995.935546875,30495.998046875,29679.158203125,29912.28125,20653160491,28290.86171875,26756.691015625,1,6296.841015680085
2023-06-23,29896.3828125,31389.5390625,29845.21484375,30695.46875,24115570085,29162.712890625,26937.7080078125,1,6461.709991461326
2023-06-24,30708.73828125,30804.1484375,30290.146484375,30548.6953125,12147822496,29902.24609375,27109.189453125,1,6430.812682308005
2023-06-25,30545.150390625,31041.271484375,30327.943359375,30480.26171875,12703464114,30332.80078125,27345.19765625,1,6416.406711182837
2023-06-26,30480.5234375,30636.029296875,29955.744140625,30271.130859375,16493186997,30381.567578125,27496.8150390625,1,6372.3825272046615
2023-06-27,30274.3203125,31006.787109375,30236.650390625,30688.1640625,16428827944,30536.744140625,27713.92333984375,1,6460.172280062042
2023-06-28,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,30414.899609375,27892.8248046875,1,6333.462393844325
2023-06-29,30086.1875,30796.25,30057.203125,30445.3515625,13180860821,30394.230859375,28091.0736328125,1,6409.0577663831555
2023-06-30,30441.353515625,31256.86328125,29600.275390625,30477.251953125,26387306197,30393.62890625,28322.37421875,1,6415.773124747998
2023-07-01,30471.84765625,30641.2890625,30328.865234375,30590.078125,9086606733,30457.418359375,28554.8697265625,1,6439.524187422453
2023-07-02,30587.26953125,30766.140625,30264.01953125,30620.76953125,10533418042,30443.939453125,28790.783203125,1,6445.985042216131
2023-07-03,30624.515625,31375.61328125,30586.513671875,31156.439453125,15271884873,30657.978125,29052.66875,1,6558.749037270124
2023-07-04,31156.865234375,31325.197265625,30659.35546875,30777.58203125,12810828427,30724.42421875,29335.3140625,1,6478.995676661517
2023-07-05,30778.724609375,30877.330078125,30225.61328125,30514.166015625,12481622280,30731.80703125,29582.20263671875,1,6423.543912300532
2023-07-06,30507.150390625,31460.052734375,29892.2265625,29909.337890625,21129219509,30595.658984375,29761.29638671875,1,6296.221408439785
2023-07-07,29907.998046875,30434.64453125,29777.28515625,30342.265625,13384770155,30539.958203125,29952.87587890625,1,6387.35712262534
2023-07-08,30346.921875,30374.4375,30080.16015625,30292.541015625,7509378699,30367.178515625,30150.69228515625,1,6376.889583985131
2023-07-09,30291.611328125,30427.58984375,30085.591796875,30171.234375,7903327692,30245.908984375,30316.7025390625,-1,6351.353295937496
2023-07-10,30172.423828125,31026.083984375,29985.39453125,30414.470703125,14828209155,30225.969921875,30421.05166015625,-1,6351.353295937496
2023-07-11,30417.6328125,30788.314453125,30358.09765625,30620.951171875,12151839152,30368.292578125,30450.734375,-1,6351.353295937496
2023-07-12,30622.24609375,30959.96484375,30228.8359375,30391.646484375,14805659717,30378.16875,30474.70263671875,-1,6351.353295937496
2023-07-13,30387.48828125,31814.515625,30268.3515625,31476.048828125,23686079548,30614.8703125,30513.731640625,1,6351.353295937496
2023-07-14,31474.720703125,31582.25390625,29966.38671875,30334.068359375,20917902660,30647.437109375,30503.00029296875,1,6120.92026243646
2023-07-15,30331.783203125,30407.78125,30263.462890625,30295.806640625,8011667756,30623.704296875,30493.7775390625,1,6113.199671620948
2023-07-16,30297.47265625,30437.560546875,30089.669921875,30249.1328125,8516564470,30549.340625,30492.67763671875,1,6103.78165433058
2023-07-17,30249.626953125,30336.400390625,29685.783203125,30145.888671875,13240156074,30500.1890625,30465.5638671875,1,6082.948670609355
2023-07-18,30147.0703125,30233.65625,29556.427734375,29856.5625,13138897269,30176.291796875,30454.0796875,-1,6024.567367880618
2023-07-19,29862.046875,30184.181640625,29794.26953125,29913.923828125,12128602812,30092.262890625,30427.50830078125,-1,6024.567367880618
2023-07-20,29915.25,30195.53125,29638.095703125,29792.015625,14655207121,29991.5046875,30393.246484375,-1,6024.567367880618
2023-07-21,29805.111328125,30045.998046875,29733.8515625,29908.744140625,10972789818,29923.426953125,30359.17978515625,-1,6024.567367880618
2023-07-22,29908.697265625,29991.615234375,29664.12109375,29771.802734375,7873300598,29848.609765625,30316.7314453125,-1,6024.567367880618
2023-07-23,29790.111328125,30330.640625,29741.52734375,30084.5390625,9220145050,29894.205078125,30263.13642578125,-1,6024.567367880618
2023-07-24,30081.662109375,30093.39453125,28934.294921875,29176.916015625,15395817395,29746.803515625,30183.103125,-1,6024.567367880618
2023-07-25,29178.970703125,29353.16015625,29062.43359375,29227.390625,10266772793,29633.878515625,30118.76435546875,-1,6024.567367880618
2023-07-26,29225.759765625,29675.552734375,29113.912109375,29354.97265625,13497554655,29523.12421875,30091.04609375,-1,6024.567367880618
2023-07-27,29353.798828125,29560.966796875,29099.3515625,29210.689453125,10770779217,29410.9015625,30034.46728515625,-1,6024.567367880618
2023-07-28,29212.1640625,29521.513671875,29125.845703125,29319.24609375,11218474952,29257.84296875,29985.8025390625,-1,6024.567367880618
2023-07-29,29319.4453125,29396.84375,29264.166015625,29356.91796875,6481775959,29293.843359375,29945.08671875,-1,6024.567367880618
2023-07-30,29357.09375,29443.169921875,29059.501953125,29275.30859375,8678454527,29303.426953125,29888.12861328125,-1,6024.567367880618
2023-07-31,29278.314453125,29489.873046875,29131.578125,29230.111328125,11656781982,29278.4546875,29818.58662109375,-1,6024.567367880618
2023-08-01,29230.873046875,29675.732421875,28657.0234375,29675.732421875,18272392391,29371.46328125,29782.79091796875,-1,6024.567367880618
2023-08-02,29704.146484375,29987.998046875,28946.509765625,29151.958984375,19212655598,29338.005859375,29666.58642578125,-1,6024.567367880618
2023-08-03,29161.8125,29375.70703125,28959.48828125,29178.6796875,12780357746,29302.358203125,29608.8169921875,-1,6024.567367880618
2023-08-04,29174.3828125,29302.078125,28885.3359375,29074.091796875,12036639988,29262.11484375,29547.73125,-1,6024.567367880618
2023-08-05,29075.388671875,29102.46484375,28957.796875,29042.126953125,6598366353,29224.51796875,29487.38095703125,-1,6024.567367880618
2023-08-06,29043.701171875,29160.822265625,28963.833984375,29041.85546875,7269806994,29097.742578125,29432.179296875,-1,6024.567367880618
2023-08-07,29038.513671875,29244.28125,28724.140625,29180.578125,13618163710,29103.46640625,29398.380078125,-1,6024.567367880618
2023-08-08,29180.01953125,30176.796875,29113.814453125,29765.4921875,17570561357,29220.82890625,29390.95849609375,-1,6024.567367880618
2023-08-09,29766.6953125,30093.435546875,29376.80078125,29561.494140625,18379521213,29318.309375,29379.432421875,-1,6024.567367880618
2023-08-10,29563.97265625,29688.564453125,29354.447265625,29429.591796875,11865344789,29395.80234375,29355.4748046875,1,6024.567367880618
2023-08-11,29424.90234375,29517.7734375,29253.517578125,29397.71484375,10195168197,29466.97421875,29336.77041015625,1,6018.041798212175
2023-08-12,29399.787109375,29465.11328125,29357.587890625,29415.96484375,6194358008,29514.0515625,29303.34169921875,1,6021.777777807906
2023-08-13,29416.59375,29441.43359375,29265.806640625,29282.9140625,7329897180,29417.5359375,29308.6416015625,1,5994.540791290313
2023-08-14,29283.263671875,29660.25390625,29124.10546875,29408.443359375,14013695304,29386.92578125,29317.69423828125,1,6020.238045635051
2023-08-15,29408.048828125,29439.12109375,29088.853515625,29170.34765625,12640195779,29335.076953125,29308.46298828125,1,5971.497185979913
2023-08-16,29169.07421875,29221.9765625,28701.779296875,28701.779296875,14949271904,29195.88984375,29283.01748046875,-1,5875.575989824833
2023-08-17,28699.802734375,28745.947265625,25409.111328125,26664.55078125,31120851211,28645.60703125,29150.28271484375,-1,5875.575989824833
2023-08-18,26636.078125,26808.1953125,25668.921875,26049.556640625,24026236529,27998.935546875,28984.9146484375,-1,5875.575989824833
2023-08-19,26047.83203125,26249.44921875,25802.408203125,26096.205078125,10631443812,27336.487890625,28825.95947265625,-1,5875.575989824833
2023-08-20,26096.861328125,26260.681640625,26004.314453125,26189.583984375,9036580420,26740.33515625,28673.93310546875,-1,5875.575989824833
2023-08-21,26188.69140625,26220.201171875,25846.087890625,26124.140625,13371557893,26224.807421875,28496.353515625,-1,5875.575989824833
2023-08-22,26130.748046875,26135.5078125,25520.728515625,26031.65625,14503820706,26098.228515625,28340.33837890625,-1,5875.575989824833
2023-08-23,26040.474609375,26786.8984375,25804.998046875,26431.640625,16985265785,26174.6453125,28202.98642578125,-1,5875.575989824833
2023-08-24,26431.51953125,26554.91015625,25914.92578125,26162.373046875,12871532023,26187.87890625,28057.40048828125,-1,5875.575989824833
2023-08-25,26163.6796875,26248.103515625,25786.8125,26047.66796875,12406045118,26159.495703125,27907.6775390625,-1,5875.575989824833
2023-08-26,26047.234375,26107.384765625,25983.87890625,26008.462890625,6034817316,26136.36015625,27756.00791015625,-1,5875.575989824833
2023-08-27,26008.2421875,26165.373046875,25965.09765625,26089.693359375,6913768611,26147.967578125,27601.463671875,-1,5875.575989824833
2023-08-28,26089.615234375,26198.578125,25880.599609375,26106.150390625,11002805166,26082.86953125,27418.49658203125,-1,5875.575989824833
2023-08-29,26102.486328125,28089.337890625,25912.62890625,27727.392578125,29368391712,26395.8734375,27326.79150390625,-1,5875.575989824833
2023-08-30,27726.083984375,27760.16015625,27069.20703125,27297.265625,16343655235,26645.79296875,27220.1751953125,-1,5875.575989824833
2023-08-31,27301.9296875,27456.078125,25752.9296875,25931.47265625,20181001451,26630.394921875,27046.8630859375,-1,5875.575989824833
2023-09-01,25934.021484375,26125.869140625,25362.609375,25800.724609375,17202862221,26572.601171875,26866.10107421875,-1,5875.575989824833
2023-09-02,25800.91015625,25970.28515625,25753.09375,25868.798828125,10100387473,26525.130859375,26695.3953125,-1,5875.575989824833
2023-09-03,25869.47265625,26087.1484375,25817.03125,25969.56640625,8962524523,26173.565625,26523.45146484375,-1,5875.575989824833
2023-09-04,25968.169921875,26081.525390625,25657.025390625,25812.416015625,10680635106,25876.595703125,26355.5548828125,-1,5875.575989824833
2023-09-05,25814.95703125,25858.375,25589.98828125,25779.982421875,11094740040,25846.29765625,26209.4650390625,-1,5875.575989824833
2023-09-06,25783.931640625,25953.015625,25404.359375,25753.236328125,12752705327,25836.8,26163.89931640625,-1,5875.575989824833
2023-09-07,25748.3125,26409.302734375,25608.201171875,26240.1953125,11088307100,25911.079296875,26173.43125,-1,5875.575989824833
2023-09-08,26245.208984375,26414.005859375,25677.48046875,25905.654296875,10817356400,25898.296875,26163.9037109375,-1,5875.575989824833
2023-09-09,25905.42578125,25921.9765625,25810.494140625,25895.677734375,5481314132,25914.94921875,26149.2083984375,-1,5875.575989824833
2023-09-10,25895.2109375,25978.130859375,25640.26171875,25832.2265625,7899553047,25925.398046875,26134.6126953125,-1,5875.575989824833
2023-09-11,25831.71484375,25883.947265625,24930.296875,25162.654296875,14600006467,25807.281640625,26091.16259765625,-1,5875.575989824833
2023-09-12,25160.658203125,26451.939453125,25133.078125,25833.34375,18657279324,25725.911328125,26061.24775390625,-1,5875.575989824833
2023-09-13,25837.5546875,26376.11328125,25781.123046875,26228.32421875,13072077070,25790.4453125,26064.5453125,-1,5875.575989824833
2023-09-14,26228.27734375,26774.623046875,26171.451171875,26539.673828125,13811359124,25919.24453125,26089.14560546875,-1,5875.575989824833
2023-09-15,26533.818359375,26840.498046875,26240.701171875,26608.693359375,11479735788,26074.537890625,26119.15712890625,-1,5875.575989824833
2023-09-16,26606.19921875,26754.76953125,26473.890625,26568.28125,7402031417,26355.66328125,26143.0865234375,1,5875.575989824833
2023-09-17,26567.927734375,26617.998046875,26445.07421875,26534.1875,6774210670,26495.83203125,26164.48837890625,1,5868.036156253435
2023-09-18,26532.994140625,27414.734375,26415.515625,26754.28125,15615339655,26601.0234375,26115.8328125,1,5916.709893965035
2023-09-19,26760.8515625,27488.763671875,26681.60546875,27211.1171875,13807690550,26735.312109375,26111.525390625,1,6017.73917171194
2023-09-20,27210.228515625,27379.505859375,26864.08203125,27132.0078125,13281116604,26839.975,26171.5521484375,1,6000.244131669782
2023-09-21,27129.83984375,27152.939453125,26389.30078125,26567.6328125,13371443708,26839.8453125,26209.89755859375,1,5875.4325878572745
2023-09-22,26564.056640625,26726.078125,26495.533203125,26579.568359375,10578746709,26848.921484375,26245.43603515625,1,5878.072134314356
2023-09-23,26578.556640625,26634.185546875,26520.51953125,26579.390625,7404700301,26813.943359375,26275.92724609375,1,5878.032828353369
2023-09-24,26579.373046875,26716.05859375,26221.05078125,26256.826171875,8192867686,26623.08515625,26298.14775390625,1,5806.697692364764
2023-09-25,26253.775390625,26421.5078125,26011.46875,26298.48046875,11997833257,26456.3796875,26324.07265625,1,5815.90954104586
2023-09-26,26294.7578125,26389.884765625,26090.712890625,26217.25,9985498161,26386.303125,26347.27333984375,1,5797.945421073677
2023-09-27,26209.498046875,26817.841796875,26111.46484375,26352.716796875,11718380997,26340.9328125,26352.8994140625,-1,5827.903906217958
2023-09-28,26355.8125,27259.5,26327.322265625,27021.546875,14079002707,26429.3640625,26408.69404296875,1,5827.903906217958
2023-09-29,27024.841796875,27225.9375,26721.763671875,26911.720703125,10396435377,26560.34296875,26459.49619140625,1,5804.217017416361
2023-09-30,26911.689453125,27091.794921875,26888.96875,26967.916015625,5331172801,26694.230078125,26516.2806640625,1,5816.3370075392395
2023-10-01,26967.396484375,28047.23828125,26965.09375,27983.75,9503917434,27047.530078125,26657.33544921875,1,6035.428196988696
2023-10-02,27976.798828125,28494.458984375,27347.787109375,27530.78515625,19793041322,27283.14375,26742.20751953125,1,5937.734471515401
2023-10-03,27508.251953125,27667.19140625,27216.001953125,27429.978515625,11407814187,27364.830078125,26802.290234375,1,5915.992880725324
2023-10-04,27429.07421875,27826.658203125,27248.10546875,27799.39453125,11143355314,27542.36484375,26865.27626953125,1,5995.66711441889
2023-10-05,27798.646484375,28091.861328125,27375.6015625,27415.912109375,11877253670,27631.9640625,26905.63720703125,1,5912.959092011819
2023-10-06,27412.123046875,28252.537109375,27215.552734375,27946.59765625,13492391599,27624.53359375,26974.55302734375,1,6027.4153215501665
2023-10-07,27946.78125,28028.091796875,27870.423828125,27968.83984375,6553044316,27712.14453125,27046.28564453125,1,6032.212431501485
2023-10-08,27971.677734375,28102.169921875,27740.662109375,27935.08984375,7916875290,27813.166796875,27105.32607421875,1,6024.933360553225
2023-10-09,27934.47265625,27989.470703125,27302.5625,27583.677734375,12007668568,27770.0234375,27123.9541015625,1,5949.142140517127
2023-10-10,27589.201171875,27715.84765625,27301.654296875,27391.01953125,9973350678,27765.044921875,27136.9046875,1,5907.590355944945
2023-10-11,27392.076171875,27474.115234375,26561.099609375,26873.3203125,13648094333,27550.389453125,27152.1890625,1,5795.934968000057
2023-10-12,26873.29296875,26921.439453125,26558.3203125,26756.798828125,9392909295,27307.98125,27161.0505859375,1,5770.804059799696
2023-10-13,26752.87890625,27092.697265625,26686.322265625,26862.375,15165312851,27093.43828125,27175.1998046875,-1,5793.574324852253
2023-10-14,26866.203125,26969.0,26814.5859375,26861.70703125,5388116782,26949.044140625,27205.44384765625,-1,5793.574324852253
2023-10-15,26858.01171875,27289.169921875,26817.89453125,27159.65234375,7098201980,26902.770703125,27248.50244140625,-1,5793.574324852253
